GCF_000511955.1|WP_035143258.1 [Schnuerera ultunensis]
GCF_002205635.1|WP_088473527.1 [Sphingopyxis witflariensis]
GCF_002205635.1|WP_088474119.1 [Sphingopyxis witflariensis]
GCF_002205635.1|WP_336579903.1 [Sphingopyxis witflariensis]
GCF_002288825.1|WP_095998869.1 [Sphingomonas lenta]
GCF_002374275.1|WP_058812219.1 protein [Sphingopyxis]
GCF_002374275.1|WP_086455768.1 [Sphingopyxis terrae]
GCF_002374275.1|WP_086456084.1 [Sphingopyxis terrae]
GCF_002374275.1|WP_086456377.1 [Sphingopyxis terrae]
GCF_002374275.1|WP_086457312.1 [Sphingopyxis terrae]
GCF_002374275.1|WP_086457741.1 [Sphingopyxis terrae]
GCF_002374835.1|WP_096611124.1 [Sphingomonas ginsenosidimutans]
GCF_002796605.1|WP_100283218.1 [Sphingomonas psychrotolerans]
GCF_002993885.1|WP_105998496.1 [Sphingopyxis lindanitolerans]
GCF_002993885.1|WP_105999776.1 [Sphingopyxis lindanitolerans]
GCF_002993885.1|WP_105999829.1 [Sphingopyxis lindanitolerans]
GCF_002993885.1|WP_242446127.1 [Sphingopyxis lindanitolerans]
GCF_003034225.1|WP_070934355.1 protein [Sphingomonas]
GCF_003034225.1|WP_107394026.1 [Sphingomonas fennica]
GCF_003034225.1|WP_107394822.1 [Sphingomonas fennica]
GCF_003034225.1|WP_107396016.1 [Sphingomonas fennica]
GCF_003034225.1|WP_245896773.1 [Sphingomonas fennica]
GCF_003050615.1|WP_107967952.1 [Sphingomonas oleivorans]
GCF_003050615.1|WP_107967969.1 [Sphingomonas oleivorans]
GCF_003053745.1|WP_107951837.1 [Sphingomonas faeni]
GCF_003053745.1|WP_244186977.1 [Sphingomonas faeni]
GCF_003053745.1|WP_279628711.1 [Sphingomonas faeni]
GCF_003053745.1|WP_341871516.1 [Sphingomonas faeni]
GCF_003096275.1|WP_116468115.1 [Sphingomonas pokkalii]
GCF_003129465.1|WP_109272325.1 [Sphingosinicella humi]
GCF_003129465.1|WP_243444872.1 [Sphingosinicella humi]
GCF_003129465.1|WP_341533237.1 [Sphingosinicella humi]
GCF_003171655.1|WP_109808301.1 [Sphingosinithalassobacter portus]
GCF_003171655.1|WP_193504427.1 [Sphingosinithalassobacter portus]
GCF_003171655.1|WP_239987551.1 [Sphingosinithalassobacter portus]
GCF_003171655.1|WP_275658174.1 [Sphingosinithalassobacter portus]
GCF_003347635.1|WP_284734666.1 [Sphingosinicella terrae]
GCF_003367235.1|WP_115549344.1 [Sphingorhabdus pulchriflava]
GCF_003367235.1|WP_115549905.1 [Sphingorhabdus pulchriflava]
GCF_003367235.1|WP_239016600.1 [Sphingorhabdus pulchriflava]
GCF_003391115.1|WP_116090171.1 [Sphingomonas crusticola]
GCF_003391115.1|WP_116091562.1 [Sphingomonas crusticola]
GCF_003391115.1|WP_116092409.1 [Sphingomonas crusticola]
GCF_003499275.1|WP_118857633.1 [Sphingomonas mesophila]
GCF_003515075.1|WP_118864615.1 [Sphingomonas gilva]
GCF_003970925.1|WP_126719948.1 [Sphingomonas ginkgonis]
GCF_003970925.1|WP_185829338.1 [Sphingomonas ginkgonis]
GCF_003970925.1|WP_275402022.1 [Sphingomonas ginkgonis]
GCF_004005865.1|WP_127743130.1 [Sphingomonas crocodyli]
GCF_004005865.1|WP_127745102.1 [Sphingomonas crocodyli]
GCF_004005865.1|WP_206363561.1 [Sphingomonas crocodyli]
GCF_004005865.1|WP_338068997.1 [Sphingomonas crocodyli]
GCF_004135605.1|WP_129342404.1 [Sphingomonas desiccabilis]
GCF_004135605.1|WP_183947949.1 [Sphingomonas desiccabilis]
GCF_004208535.1|WP_130157506.1 [Sphingomonas populi]
GCF_004208535.1|WP_130160124.1 [Sphingomonas populi]
GCF_004564275.1|WP_135087174.1 [Sphingomonas parva]
GCF_004792685.1|WP_135964163.1 [Sphingomonas gei]
GCF_004792685.1|WP_240699981.1 [Sphingomonas gei]
GCF_004792695.1|WP_135983267.1 [Sphingomonas naasensis]
GCF_004792695.1|WP_135986505.1 [Sphingomonas naasensis]
GCF_004792695.1|WP_240699781.1 [Sphingomonas naasensis]
GCF_004796535.1|WP_136162835.1 [Sphingomonas flavalba]
GCF_006346325.1|WP_140046760.1 [Sphingomonas japonica]
GCF_006346325.1|WP_140230963.1 [Sphingomonas japonica]
GCF_006438955.1|WP_140866084.1 [Sphingomonas oligophenolica]
GCF_007833215.1|WP_145844358.1 [Sphingomonas suaedae]
GCF_007833215.1|WP_145846395.1 [Sphingomonas suaedae]
GCF_007859635.1|WP_146571189.1 [Sphingomonas panacisoli]
GCF_007859635.1|WP_146571948.1 [Sphingomonas panacisoli]
GCF_007859635.1|WP_146573044.1 [Sphingomonas panacisoli]
GCF_007859635.1|WP_146574572.1 [Sphingomonas panacisoli]
GCF_007859635.1|WP_146574625.1 [Sphingomonas panacisoli]
GCF_007995065.1|WP_147079301.1 [Sphingomonas ginsenosidivorax]
GCF_007995065.1|WP_147082872.1 [Sphingomonas ginsenosidivorax]
GCF_007995065.1|WP_147083821.1 [Sphingomonas ginsenosidivorax]
GCF_007995065.1|WP_147083922.1 [Sphingomonas ginsenosidivorax]
GCF_007995065.1|WP_147084033.1 [Sphingomonas ginsenosidivorax]
GCF_007995065.1|WP_147084180.1 [Sphingomonas ginsenosidivorax]
GCF_007995095.1|WP_147123796.1 [Sphingorhabdus soli]
GCF_008274695.1|WP_149523778.1 [Sphingomonas montanisoli]
GCF_008274695.1|WP_342788030.1 [Sphingomonas montanisoli]
GCF_009363895.1|WP_114227354.1 protein [Sphingomonas]
GCF_009363895.1|WP_114227969.1 protein [Sphingomonas]
GCF_009363895.1|WP_114229103.1 protein [Sphingomonas]
GCF_009720245.1|WP_155263845.1 [Sphingomonas segetis]
GCF_009720245.1|WP_155265059.1 [Sphingomonas segetis]
GCF_009739515.1|WP_156678930.1 [Sphingomonas profundi]
GCF_009753715.1|WP_157025233.1 protein [Sphingomonas]
GCF_009753715.1|WP_157027706.1 protein [Sphingomonas]
GCF_009753715.1|WP_309503602.1 [Sphingomonas sp.
GCF_009754945.1|WP_157584882.1 [Spirosoma arboris]
GCF_009755805.1|WP_157175174.1 [Sphingomonas prati]
GCF_009755805.1|WP_157175329.1 [Sphingomonas prati]
GCF_009755815.1|WP_157217168.1 [Sphingomonas formosensis]
GCF_009769755.1|WP_160353321.1 [Sphingorhabdus profundilacus]
GCF_009769755.1|WP_160353799.1 [Sphingorhabdus profundilacus]
GCF_010450875.1|WP_163957191.1 [Sphingomonas insulae]
GCF_010450875.1|WP_163957673.1 [Sphingomonas insulae]
GCF_010450875.1|WP_163959239.1 [Sphingomonas insulae]
GCF_011057975.1|WP_165328319.1 [Sphingosinithalassobacter tenebrarum]
GCF_011057975.1|WP_165328546.1 [Sphingosinithalassobacter tenebrarum]
GCF_011302055.1|WP_166093679.1 [Sphingomonas sinipercae]
GCF_011302055.1|WP_206367483.1 [Sphingomonas sinipercae]
GCF_011761305.1|WP_167071504.1 [Sphingomonas vulcanisoli]
GCF_011761945.1|WP_167300559.1 [Sphingomonas leidyi]
GCF_011762125.1|WP_166943561.1 [Sphingopyxis panaciterrae]
GCF_011762125.1|WP_166945145.1 [Sphingopyxis panaciterrae]
GCF_011762125.1|WP_166945397.1 [Sphingopyxis panaciterrae]
GCF_011762125.1|WP_243853493.1 [Sphingopyxis panaciterrae]
GCF_011762195.1|WP_167102278.1 [Sphingomonas oligoaromativorans]
GCF_011927635.1|WP_241217953.1 [Sphingomonas sp.
GCF_011927695.1|WP_167954526.1 [Sphingomonas jejuensis]
GCF_012274265.1|WP_168452617.1 [Sphingopyxis microcysteis]
GCF_012274265.1|WP_168454354.1 [Sphingopyxis microcysteis]
GCF_012274265.1|WP_168454455.1 [Sphingopyxis microcysteis]
GCF_013328205.1|WP_174192532.1 [Sphingomonas hominis]
GCF_013607875.1|WP_066276945.1 [Sphingomonas ursincola]
GCF_013607875.1|WP_181266876.1 [Sphingomonas ursincola]
GCF_014196255.1|WP_183953141.1 [Sphingomonas pseudosanguinis]
GCF_014196595.1|WP_183940150.1 [Sphingorhabdus rigui]
GCF_014196595.1|WP_183942354.1 [Sphingorhabdus rigui]
GCF_014196745.1|WP_343058023.1 [Sphingomonas kyeonggiensis]
GCF_014197105.1|WP_183981677.1 [Sphingomonas jinjuensis]
GCF_014197105.1|WP_183982230.1 [Sphingomonas jinjuensis]
GCF_014197105.1|WP_183986095.1 [Sphingomonas jinjuensis]
GCF_014199295.1|WP_184096549.1 [Sphingopyxis panaciterrulae]
GCF_014199295.1|WP_246427170.1 [Sphingopyxis panaciterrulae]
GCF_014199295.1|WP_276569250.1 [Sphingopyxis panaciterrulae]
GCF_014199325.1|WP_184026504.1 [Sphingomonas yantingensis]
GCF_014199325.1|WP_246359535.1 [Sphingomonas yantingensis]
GCF_014199415.1|WP_184036038.1 [Sphingomonas endophytica]
GCF_014199415.1|WP_184040359.1 [Sphingomonas endophytica]
GCF_014199595.1|WP_058745938.1 [Sphingomonas yabuuchiae]
GCF_014199595.1|WP_184103324.1 [Sphingomonas yabuuchiae]
GCF_014199685.1|WP_184063428.1 [Sphingosinicella soli]
GCF_014199685.1|WP_341534213.1 [Sphingosinicella soli]
GCF_014199685.1|WP_341534237.1 [Sphingosinicella soli]
GCF_014636175.1|WP_188444824.1 [Sphingomonas psychrolutea]
GCF_014636175.1|WP_188447363.1 [Sphingomonas psychrolutea]
GCF_014636175.1|WP_188447867.1 [Sphingomonas psychrolutea]
GCF_014636175.1|WP_188448964.1 [Sphingomonas psychrolutea]
GCF_014636175.1|WP_188449250.1 [Sphingomonas psychrolutea]
GCF_014636175.1|WP_188449372.1 [Sphingomonas psychrolutea]
GCF_014636175.1|WP_229733303.1 [Sphingomonas psychrolutea]
GCF_014636175.1|WP_308510839.1 [Sphingomonas psychrolutea]
GCF_014641735.1|WP_188657096.1 [Sphingomonas metalli]
GCF_014641735.1|WP_188657588.1 [Sphingomonas metalli]
GCF_014641735.1|WP_188658155.1 [Sphingomonas metalli]
GCF_014641735.1|WP_229664427.1 [Sphingomonas metalli]
GCF_014653575.1|WP_189674848.1 [Sphingomonas glacialis]
GCF_014653575.1|WP_308435291.1 [Sphingomonas glacialis]
GCF_015475875.1|WP_194952763.1 [Sphingopyxis solisilvae]
GCF_015475875.1|WP_194955324.1 [Sphingopyxis solisilvae]
GCF_016025255.1|WP_200973002.1 [Sphingosinicella flava]
GCF_016027095.1|WP_007407149.1 protein [Sphingomonas]
GCF_016734905.1|WP_201927721.1 [Sphingopyxis jiangsuensis]
GCF_016734905.1|WP_201928036.1 protein [Sphingopyxis]
GCF_016734905.1|WP_201928819.1 [Sphingopyxis jiangsuensis]
GCF_018682675.1|WP_215349399.1 [Sphingopyxis soli]
GCF_018682675.1|WP_215350448.1 [Sphingopyxis soli]
GCF_018682675.1|WP_215350503.1 [Sphingopyxis soli]
GCF_018682675.1|WP_246553321.1 [Sphingopyxis soli]
GCF_018682675.1|WP_343227903.1 [Sphingopyxis soli]
GCF_019429525.1|WP_183928178.1 protein [Sphingomonas]
GCF_019429525.1|WP_219753809.1 [Sphingomonas folli]
GCF_019429525.1|WP_219754467.1 [Sphingomonas folli]
GCF_019429525.1|WP_219755063.1 [Sphingomonas folli]
GCF_019793235.1|WP_222135454.1 [Sphingopyxis jiangsuensis]
GCF_019793235.1|WP_222136982.1 protein [Sphingopyxis]
GCF_019793235.1|WP_222137160.1 [Sphingopyxis jiangsuensis]
GCF_019793235.1|WP_314816802.1 [Sphingopyxis jiangsuensis]
GCF_019898765.1|WP_223011590.1 [Sphingomonas yunnanensis]
GCF_019898765.1|WP_223012503.1 [Sphingomonas yunnanensis]
GCF_019898765.1|WP_246616601.1 [Sphingomonas yunnanensis]
GCF_019930585.1|WP_223798374.1 [Sphingomonas nostoxanthinifaciens]
GCF_019930585.1|WP_223799232.1 [Sphingomonas nostoxanthinifaciens]
GCF_020866845.1|WP_228947479.1 [Sphingomonas radiodurans]
GCF_021497585.1|WP_187537247.1 [Sphingomonas lutea]
GCF_021497585.1|WP_187537877.1 [Sphingomonas lutea]
GCF_022664435.1|WP_242414941.1 [Sphingomonas panni]
GCF_022664435.1|WP_242415157.1 [Sphingomonas panni]
GCF_022664435.1|WP_242416142.1 [Sphingomonas panni]
GCF_022664435.1|WP_242417035.1 [Sphingomonas panni]
GCF_022664435.1|WP_242417698.1 [Sphingomonas panni]
GCF_022664465.1|WP_242192840.1 [Sphingomonas hankookensis]
GCF_022664465.1|WP_242197555.1 [Sphingomonas hankookensis]
GCF_022664465.1|WP_339328525.1 [Sphingomonas hankookensis]
GCF_023516575.1|WP_249830284.1 [Sphingomonas sp.
GCF_023674425.1|WP_250751498.1 [Sphingomonas donggukensis]
GCF_023674425.1|WP_250752307.1 [Sphingomonas donggukensis]
GCF_023822065.1|WP_252167414.1 [Sphingomonas morindae]
GCF_024211255.1|WP_254287774.1 [Sphingomonas liriopis]
GCF_024211255.1|WP_254288012.1 [Sphingomonas liriopis]
GCF_024211255.1|WP_254289085.1 [Sphingomonas liriopis]
GCF_024211255.1|WP_254290104.1 [Sphingomonas liriopis]
GCF_024211275.1|WP_254291878.1 [Sphingomonas tagetis]
GCF_025370105.1|WP_261292435.1 [Sphingomonas hylomeconis]
GCF_025370105.1|WP_261292900.1 [Sphingomonas hylomeconis]
GCF_025370105.1|WP_261293575.1 [Sphingomonas hylomeconis]
GCF_025370105.1|WP_261294657.1 partial [Sphingomonas
GCF_025370105.1|WP_261294785.1 [Sphingomonas hylomeconis]
GCF_026130605.1|WP_265268789.1 protein [Sphingomonas]
GCF_026130605.1|WP_265312849.1 [Sphingomonas lycopersici]
GCF_026130605.1|WP_265313540.1 [Sphingomonas lycopersici]
GCF_026130605.1|WP_265313545.1 [Sphingomonas lycopersici]
GCF_026130605.1|WP_265313618.1 [Sphingomonas lycopersici]
GCF_028607085.1|WP_273688512.1 [Sphingomonas naphthae]
GCF_028607085.1|WP_273688820.1 [Sphingomonas naphthae]
GCF_028607085.1|WP_273691378.1 [Sphingomonas naphthae]
GCF_028607085.1|WP_273691391.1 [Sphingomonas naphthae]
GCF_030226645.1|WP_217497968.1 protein [Sphingomonas]
GCF_900110035.1|WP_093664831.1 [Sphingomonas gellani]
GCF_900113315.1|WP_242653571.1 [Sphingomonas jatrophae]
GCF_900115745.1|WP_093333881.1 [Sphingomonas rubra]
GCF_900115745.1|WP_093334136.1 [Sphingomonas rubra]
GCF_900115745.1|WP_093334203.1 [Sphingomonas rubra]
GCF_900115745.1|WP_245739177.1 [Sphingomonas rubra]
GCF_900188165.1|WP_089220106.1 [Sphingomonas laterariae]
GCF_900188165.1|WP_089220976.1 [Sphingomonas laterariae]
GCF_900188165.1|WP_089220989.1 [Sphingomonas laterariae]
GCF_900188185.1|WP_089214368.1 [Sphingopyxis indica]
GCF_900188185.1|WP_089214375.1 [Sphingopyxis indica]
GCF_900188185.1|WP_089215460.1 [Sphingopyxis indica]
GCF_900188185.1|WP_089215730.1 [Sphingopyxis indica]
GCF_900188185.1|WP_089217166.1 [Sphingopyxis indica]
GCF_900199185.1|WP_097062360.1 [Sphingomonas guangdongensis]
GCF_900199185.1|WP_097062781.1 [Sphingomonas guangdongensis]
GCF_900199185.1|WP_097064642.1 [Sphingomonas guangdongensis]
GCF_000374025.1|WP_020601307.1 [Spirosoma panaciterrae]
GCF_000374065.1|WP_018619153.1 [Spirosoma luteum]
GCF_001922405.1|WP_047132195.1 protein [Staphylococcus]
GCF_002831565.1|WP_100989705.1 [Spirosoma pollinicola]
GCF_003002825.1|WP_106141057.1 [Spirosoma oryzae]
GCF_003019255.1|WP_061855554.1 [Staphylococcus kloosii]
GCF_003052265.1|WP_206362946.1 [Stenotrophobium rhamnosiphilum]
GCF_003718735.1|WP_123143586.1 [Staphylococcus debuckii]
GCF_004361835.1|WP_133495700.1 [Stakelama pacifica]
GCF_004361835.1|WP_268237664.1 [Stakelama pacifica]
GCF_009789575.1|WP_158195753.1 [Stappia indica]
GCF_009826895.1|WP_160775332.1 [Stappia sediminis]
GCF_009826895.1|WP_160776170.1 [Stappia sediminis]
GCF_009932395.1|WP_161821342.1 [Sporotomaculum syntrophicum]
GCF_010435915.1|WP_163951871.1 [Spirosoma terrae]
GCF_010671565.1|WP_164031289.1 [Spongiivirga citrea]
GCF_014050225.1|WP_182161581.1 [Stappia albiluteola]
GCF_014050225.1|WP_182167515.1 [Stappia albiluteola]
GCF_014199335.1|WP_184001840.1 [Stakelama sediminis]
GCF_014199335.1|WP_184003143.1 [Stakelama sediminis]
GCF_014282275.1|WP_186736898.1 [Spirosoma utsteinense]
GCF_014699005.1|WP_190885026.1 [Spirosoma profusum]
GCF_015594545.1|WP_195721554.1 [Staphylococcus durrellii]
GCF_015775975.1|WP_048793352.1 [Staphylococcus lloydii]
GCF_018122655.1|WP_284054719.1 [Stakelama marina]
GCF_019351405.1|WP_219237045.1 [Stakelama flava]
GCF_019351405.1|WP_219237247.1 [Stakelama flava]
GCF_019351405.1|WP_219238964.1 [Stakelama flava]
GCF_019351405.1|WP_343227995.1 [Stakelama flava]
GCF_021233055.1|WP_232563592.1 [Spirosoma oryzicola]
GCF_022557135.1|WP_016426524.1 protein [Staphylococcus]
GCF_023702635.1|WP_251086666.1 [Spongiibacter taiwanensis]
GCF_023702635.1|WP_251086689.1 [Spongiibacter taiwanensis]
GCF_900187055.1|WP_002464203.1 [Staphylococcus simiae]
GCF_900458435.1|WP_012664157.1 [Staphylococcus carnosus]
GCF_902374935.1|WP_016426524.1 protein [Staphylococcus]
GCF_002355415.1|WP_096461835.1 [Sulfurifustis variabilis]
GCF_007997225.1|WP_147087912.1 [Subsaximicrobium wynnwilliamsii]
GCF_011764585.1|WP_173059931.1 [Sulfurimicrobium lacus]
GCF_017357825.1|WP_255550544.1 [Sulfurimonas aquatica]
GCF_000014725.1|WP_011641801.1 [Syntrophomonas wolfei]
GCF_000238215.1|WP_014224020.1 [Tannerella forsythia]
GCF_000739695.1|WP_045444282.1 [Tepidicaulis marinus]
GCF_000739695.1|WP_045448183.1 [Tepidicaulis marinus]
GCF_000943555.1|WP_044624815.1 [Tamlana nanhaiensis]
GCF_000943555.1|WP_044625684.1 [Tamlana nanhaiensis]
GCF_000943555.1|WP_044627355.1 [Tamlana nanhaiensis]
GCF_000943565.1|WP_044633739.1 protein [Tamlana]
GCF_001270965.1|WP_053178607.1 [Sunxiuqinia dokdonensis]
GCF_001270965.1|WP_082326403.1 [Sunxiuqinia dokdonensis]
GCF_001449115.1|WP_058188805.1 [Terracidiphilus gabretensis]
GCF_001449115.1|WP_058188866.1 [Terracidiphilus gabretensis]
GCF_001449115.1|WP_058189204.1 [Terracidiphilus gabretensis]
GCF_001449115.1|WP_058189621.1 [Terracidiphilus gabretensis]
GCF_001642835.1|WP_067149842.1 protein [Tamlana]
GCF_001889045.1|WP_072554275.1 [Tenacibaculum todarodis]
GCF_001889045.1|WP_072554426.1 [Tenacibaculum todarodis]
GCF_001890385.1|WP_072597817.1 [Tardibacter chloracetimidivorans]
GCF_001936575.1|WP_075343442.1 [Tenacibaculum agarivorans]
GCF_002845745.1|WP_101249802.1 [Telmatospirillum siberiense]
GCF_002893765.1|WP_102995134.1 [Tamlana carrageenivorans]
GCF_002893765.1|WP_102995846.1 [Tamlana carrageenivorans]
GCF_002893765.1|WP_241910438.1 [Tamlana carrageenivorans]
GCF_002900975.1|WP_103256991.1 [Tabrizicola aquatica]
GCF_003014535.1|WP_106523248.1 [Taibaiella chishuiensis]
GCF_003236175.1|WP_110999075.1 [Taibaiella soli]
GCF_003236175.1|WP_111000613.1 [Taibaiella soli]
GCF_003387615.1|WP_115899656.1 [Tenacibaculum gallaicum]
GCF_003387615.1|WP_115899659.1 protein [Tenacibaculum]
GCF_003387615.1|WP_115900635.1 [Tenacibaculum gallaicum]
GCF_003545715.1|WP_118975977.1 [Taibaiella koreensis]
GCF_003545715.1|WP_118976456.1 [Taibaiella koreensis]
GCF_003610735.1|WP_120185897.1 [Tenacibaculum lutimaris]
GCF_003664185.1|WP_121146675.1 protein [Tenacibaculum]
GCF_003867015.1|WP_125066307.1 [Tenacibaculum singaporense]
GCF_003867075.1|WP_047788038.1 protein [Tenacibaculum]
GCF_003867075.1|WP_073182345.1 [Tenacibaculum mesophilum]
GCF_003940805.1|WP_245990230.1 [Tabrizicola piscis]
GCF_003967275.1|WP_126458152.1 [Sulfuritortus calidifontis]
GCF_004345825.1|WP_132794722.1 [Tenacibaculum skagerrakense]
GCF_004363005.1|WP_133535570.1 [Tenacibaculum caenipelagi]
GCF_004363005.1|WP_243743935.1 [Tenacibaculum caenipelagi]
GCF_008124875.1|WP_148868613.1 [Tenacibaculum adriaticum]
GCF_008806375.1|WP_150939247.1 [Tamlana haliotis]
GCF_008806375.1|WP_150939462.1 [Tamlana haliotis]
GCF_008806375.1|WP_150939948.1 [Tamlana haliotis]
GCF_009258045.1|WP_152298614.1 [Sulfurimonas xiamenensis]
GCF_012037625.1|WP_167917368.1 [Tamlana crocina]
GCF_013003915.1|WP_171084518.1 [Telluria aromaticivorans]
GCF_013265555.1|WP_173075910.1 [Tenuifilum thalassicum]
GCF_014189415.1|WP_244628700.1 [Tardiphaga robiniae]
GCF_014218805.1|WP_185231173.1 [Teredinibacter franksiae]
GCF_014641495.1|WP_188664626.1 [Terasakiella brassicae]
GCF_014641495.1|WP_188666712.1 [Terasakiella brassicae]
GCF_016765775.1|WP_202688143.1 [Szabonella alba]
GCF_020523925.1|WP_317197658.1 [Tamlana laminarinivorans]
GCF_020523965.1|WP_044633739.1 protein [Tamlana]
GCF_020523965.1|WP_317197709.1 [Tamlana sargassicola]
GCF_021390715.1|WP_233897937.1 [Tenacibaculum piscium]
GCF_022478115.1|WP_262914344.1 [Tenacibaculum aquimarinum]
GCF_024756225.1|WP_259449809.1 [Telluria mixta]
GCF_027941755.1|WP_275688039.1 [Tenacibaculum retecalamus]
GCF_027941755.1|WP_275689067.1 [Tenacibaculum retecalamus]
GCF_900113005.1|WP_093918546.1 [Sunxiuqinia elliptica]
GCF_900141875.1|WP_073166532.1 [Tangfeifania diversioriginum]
GCF_900141875.1|WP_073170140.1 [Tangfeifania diversioriginum]
GCF_000217795.1|WP_013908346.1 [Thermodesulfatator indicus]
GCF_000265425.1|WP_014787304.1 [Terriglobus roseus]
GCF_000300235.2|WP_040059603.1 [Thalassospira xiamenensis]
GCF_000421265.1|WP_022732089.1 [Thalassospira lucentensis]
GCF_000423805.1|WP_028794132.1 [Thalassobaculum salexigens]
GCF_000423805.1|WP_028795184.1 [Thalassobaculum salexigens]
GCF_000423805.1|WP_084618722.1 [Thalassobaculum salexigens]
GCF_000423865.1|WP_028845137.1 [Thermodesulfovibrio thiophilus]
GCF_001514535.1|WP_059175621.1 [Thermodesulfovibrio aggregans]
GCF_001831495.1|WP_068546694.1 [Thalassotalea crassostreae]
GCF_001997295.1|WP_077341712.1 [Tessaracoccus flavus]
GCF_001997345.1|WP_077687223.1 [Tessaracoccus aquimaris]
GCF_005116735.1|WP_136735170.1 [Thalassotalea mangrovi]
GCF_005843925.1|WP_138319716.1 [Thalassotalea litorea]
GCF_009792355.1|WP_158765224.1 [Terricaulis silvestris]
GCF_009792355.1|WP_228445838.1 [Terricaulis silvestris]
GCF_014191545.1|WP_222877609.1 [Terrihabitans soli]
GCF_014652915.1|WP_189991888.1 [Thalassobaculum fulvum]
GCF_014652915.1|WP_189992511.1 [Thalassobaculum fulvum]
GCF_014652915.1|WP_308434494.1 [Thalassobaculum fulvum]
GCF_014652915.1|WP_308434495.1 [Thalassobaculum fulvum]
GCF_014652915.1|WP_308434501.1 [Thalassobaculum fulvum]
GCF_022012415.1|WP_237867989.1 [Terrimonas ginsenosidimutans]
GCF_022012415.1|WP_349291739.1 [Terrimonas ginsenosidimutans]
GCF_025685395.1|WP_263411001.1 [Terriglobus tenax]
GCF_025685425.1|WP_263417360.1 [Terriglobus albidus]
GCF_030161415.1|WP_284206638.1 [Thalassotalea eurytherma]
GCF_030409725.1|WP_290251496.1 [Thalassotalea ponticola]
GCF_900102465.1|WP_093150929.1 [Thalassobaculum litoreum]
GCF_900102465.1|WP_093151123.1 [Thalassobaculum litoreum]
GCF_900102465.1|WP_093153997.1 [Thalassobaculum litoreum]
GCF_900105665.1|WP_063093589.1 protein [Thalassospira]
GCF_900107755.1|WP_093046830.1 [Thalassobacillus cyri]
GCF_000214825.1|WP_013835451.1 [Thiomicrospira cyclica]
GCF_000321415.2|WP_006749202.1 protein [Thioalkalivibrio]
GCF_000385215.1|WP_019624352.1 [Thioalkalivibrio thiocyanoxidans]
GCF_000426825.1|WP_038031065.1 protein [Thermonema]
GCF_001020955.1|WP_047251191.1 [Thioalkalivibrio versutus]
GCF_001020955.1|WP_047251436.1 [Thioalkalivibrio versutus]
GCF_001267255.1|WP_053109901.1 [Thiopseudomonas alkaliphila]
GCF_003932505.1|WP_125180970.1 [Thiohalobacter thiocyanaticus]
GCF_003932505.1|WP_125181014.1 [Thiohalobacter thiocyanaticus]
GCF_004366735.1|WP_134082180.1 [Thiohalophilus thiocyanatoxydans]
GCF_013282625.1|WP_173285863.1 [Thiomicrorhabdus xiamenensis]
