Assembly Accession	Assembly Name	Assembly Level	Organism Name	CheckM completeness	Assembly Stats Total Sequence Length
GCF_006542295.1	ASM654229v1	Complete Genome	Wolbachia endosymbiont of Carposina sasakii	99.09	1449344
GCF_018454455.1	ASM1845445v1	Contig	Wolbachia endosymbiont of Ceratitis capitata	94	1239646
GCF_017869155.1	ASM1786915v1	Chromosome	Wolbachia endosymbiont of Ceratosolen solmsi	97.82	1206967
GCF_918315375.1	Harlequin_wolbachia	Chromosome	Wolbachia endosymbiont of Chironomus riparius	34.48	559667
GCF_008245065.1	ASM824506v1	Complete Genome	Wolbachia endosymbiont of Chrysomya megacephala	99.45	1376868
GCF_000829315.1	ASM82931v1	Complete Genome	Wolbachia endosymbiont of Cimex lectularius	97.27	1250060
GCF_020995475.1	ASM2099547v1	Complete Genome	Wolbachia endosymbiont of Corcyra cephalonica	99.09	1381884
GCF_013365475.1	ASM1336547v1	Complete Genome	Wolbachia endosymbiont of Cruorifilaria tuberocauda	92.67	863988
GCF_012277315.1	ASM1227731v1	Complete Genome	Wolbachia endosymbiont of Ctenocephalides felis wCfeJ	98	1201647
GCF_012277295.1	ASM1227729v1	Complete Genome	Wolbachia endosymbiont of Ctenocephalides felis wCfeT	98.5	1495538
GCF_000073005.1	ASM7300v1	Chromosome	Wolbachia endosymbiont of Culex quinquefasciatus Pel	98.82	1482455
GCF_003344345.1	ASM334434v1	Contig	Wolbachia endosymbiont of Cylisticus convexus	88.37	2109518
GCF_021609905.1	ASM2160990v1	Complete Genome	Wolbachia endosymbiont of Delia radicum	99.09	1586584
GCF_013096725.2	ASM1309672v2	Chromosome	Wolbachia endosymbiont of Diaphorina citri	95.09	1518695
GCF_013365495.1	ASM1336549v1	Complete Genome	Wolbachia endosymbiont of Dipetalonema caudispina	94.39	863427
GCF_013365455.1	ASM1336545v1	Complete Genome	Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis	96.91	920122
GCF_008033215.1	ASM803321v1	Complete Genome	Wolbachia endosymbiont of Drosophila ananassae	99.09	1401460
GCF_017916175.1	ASM1791617v1	Scaffold	Wolbachia endosymbiont of Drosophila auraria	94	1319217
GCF_028982185.1	ASM2898218v1	Scaffold	Wolbachia endosymbiont of Drosophila baimaii	96.91	1135565
GCF_028982105.1	ASM2898210v1	Scaffold	Wolbachia endosymbiont of Drosophila bicornuta	98.12	1192611
GCF_028982005.1	ASM2898200v1	Scaffold	Wolbachia endosymbiont of Drosophila bocki	97.88	1090928
GCF_028981925.1	ASM2898192v1	Scaffold	Wolbachia endosymbiont of Drosophila burlai	98.73	1248003
GCF_001758565.1	ASM175856v1	Chromosome	Wolbachia endosymbiont of Drosophila incompta	82.17	1267840
GCF_021378375.1	ASM2137837v1	Complete Genome	Wolbachia endosymbiont of Drosophila innubila	98.36	1290587
GCF_028981785.1	ASM2898178v1	Scaffold	Wolbachia endosymbiont of Drosophila leontia	98.36	1096851
GCF_004795975.1	ASM479597v1	Complete Genome	Wolbachia endosymbiont of Drosophila mauritiana	98.73	1273530
GCF_016584425.1	ASM1658442v1	Complete Genome	Wolbachia endosymbiont of Drosophila melanogaster	99.09	1267783
GCF_028981865.1	ASM2898186v1	Scaffold	Wolbachia endosymbiont of Drosophila nikananu	98.36	1257108
GCF_026015925.1	ASM2601592v1	Complete Genome	Wolbachia endosymbiont of Drosophila pseudotakahashii	98	1308415
GCF_018467135.1	ASM1846713v1	Complete Genome	Wolbachia endosymbiont of Drosophila santomea	99.09	1409094
GCF_014354315.1	ASM1435431v1	Scaffold	Wolbachia endosymbiont of Drosophila sechellia	94.24	1294885
GCF_028981765.1	ASM2898176v1	Scaffold	Wolbachia endosymbiont of Drosophila seguyi	98.36	1174927
GCF_000376605.1	ASM37660v1	Complete Genome	Wolbachia endosymbiont of Drosophila simulans wHa	99.45	1295804
GCF_002300525.1	ASM230052v1	Scaffold	Wolbachia endosymbiont of Drosophila subpulchrella	99.09	1420341
GCF_005862135.1	ASM586213v1	Scaffold	Wolbachia endosymbiont of Drosophila teissieri	99.09	1301330
GCF_028981745.1	ASM2898174v1	Scaffold	Wolbachia endosymbiont of Drosophila tristis	98.36	1264866
GCF_028982115.1	ASM2898211v1	Scaffold	Wolbachia endosymbiont of Drosophila tsacasi	98.73	1132109
GCF_018467115.1	ASM1846711v1	Complete Genome	Wolbachia endosymbiont of Drosophila yakuba	99.09	1394392
GCF_018555315.1	ASM1855531v1	Contig	Wolbachia endosymbiont of Erebia cassioides	95.45	1423447
GCF_001931755.2	ASM193175v2	Complete Genome	Wolbachia endosymbiont of Folsomia candida	97.27	1801626
GCF_029856955.1	ASM2985695v1	Complete Genome	Wolbachia endosymbiont of Frankliniella intonsa	98.73	1463884
GCF_000689175.1	wGmm_version4	Scaffold	Wolbachia endosymbiont of Glossina morsitans morsitans	78.47	1019510
GCF_016031645.1	ASM1603164v1	Contig	Wolbachia endosymbiont of Kradibia gibbosae	97.64	1448975
GCF_007115015.1	ASM711501v1	Scaffold	Wolbachia endosymbiont of Laodelphax striatellus	98.73	1786382
GCF_006334525.1	ASM633452v1	Contig	Wolbachia endosymbiont of Leptopilina clavipes	99.09	1150755
GCF_013366805.1	ASM1336680v1	Contig	Wolbachia endosymbiont of Litomosoides brasiliensis	91.53	1046149
GCF_013365435.1	ASM1336543v1	Complete Genome	Wolbachia endosymbiont of Litomosoides sigmodontis	97.42	1045802
GCF_013366855.1	ASM1336685v1	Contig	Wolbachia endosymbiont of Madathamugadia hiepei	90.35	1025329
GCF_020278625.1	wMoz_NEB	Scaffold	Wolbachia endosymbiont of Mansonella ozzardi	89.92	1073310
GCF_020278605.1	ASM2027860v1	Scaffold	Wolbachia endosymbiont of Mansonella perstans	88.9	1058123
GCF_000174095.1	wUni_1.0	Scaffold	Wolbachia endosymbiont of Muscidifurax uniraptor	78.31	867873
GCF_009012935.1	ASM901293v1	Scaffold	Wolbachia endosymbiont of Nasonia oneida	96.18	1293406
GCF_007115045.1	ASM711504v1	Scaffold	Wolbachia endosymbiont of Nilaparvata lugens	99.45	1542238
GCF_001675785.1	ASM167578v1	Scaffold	Wolbachia endosymbiont of Nomada ferruginata	98	1337641
GCF_001675695.1	ASM167569v1	Contig	Wolbachia endosymbiont of Nomada flava	98	1332780
GCF_001675715.1	ASM167571v1	Contig	Wolbachia endosymbiont of Nomada leucophthalma	98	1366719
GCF_001675775.1	ASM167577v1	Contig	Wolbachia endosymbiont of Nomada panzeri	98	1344355
GCF_936270145.1	WolOegibB_v1.0	Complete Genome	Wolbachia endosymbiont of Oedothorax gibbosus	97.76	1551378
GCF_029169405.1	ASM2916940v1	Scaffold	Wolbachia endosymbiont of Onchocerca gibsoni	98.14	997610
GCF_000306885.1	ASM30688v1	Complete Genome	Wolbachia endosymbiont of Onchocerca ochengi	98.83	957990
GCF_000530755.1	W_O_volvulus_Cameroon_v3	Complete Genome	Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon	98.65	960618
GCF_001266585.1	ASM126658v1	Scaffold	Wolbachia endosymbiont of Operophtera brumata	98.55	1121046
GCF_025617515.1	ASM2561751v1	Complete Genome	Wolbachia endosymbiont of Oryzaephilus surinamensis	98.91	1728764
GCF_023559125.1	ASM2355912v1	Complete Genome	Wolbachia endosymbiont of Ostrinia furnacalis	99.09	1321828
GCF_023559145.1	ASM2355914v1	Complete Genome	Wolbachia endosymbiont of Ostrinia scapulalis	99.09	1320340
GCF_014534705.1	ASM1453470v1	Scaffold	Wolbachia endosymbiont of Pentalonia nigronervosa	91.82	1457187
GCF_918697765.1	Wolbachia_Phyllotreta_cruciferaeV1	Complete Genome	Wolbachia endosymbiont of Phyllotreta cruciferae	98.36	1795892
GCF_918342435.1	Wolbachia_endosymbiont_of_CSFBv1	Complete Genome	Wolbachia endosymbiont of Psylliodes chrysocephala	88.91	1438854
GCF_018454475.1	ASM1845447v1	Contig	Wolbachia endosymbiont of Rhagoletis cerasi	94	1255676
GCF_018141665.1	ASM1814166v1	Complete Genome	Wolbachia endosymbiont of Spodoptera picta	99.27	1339720
GCF_020405475.1	wolbachia_tribolium_confusum_ST-30	Contig	Wolbachia endosymbiont of Tribolium confusum	90.94	1418452
GCF_001439985.1	wTPRE_1.0	Chromosome	Wolbachia endosymbiont of Trichogramma pretiosum	98.36	1133809
GCF_017869285.1	ASM1786928v1	Complete Genome	Wolbachia endosymbiont of Wiebesia pumilae	98.36	1278697
GCF_002204235.2	ASM220423v2	Scaffold	Wolbachia endosymbiont of Wuchereria bancrofti	96.17	1060850
GCF_000333795.1	ASM33379v2	Contig	Wolbachia endosymbiont str. valsugana of Drosophila suzukii	99.09	1415350
GCF_000008385.1	ASM838v1	Complete Genome	Wolbachia endosymbiont strain TRS of Brugia malayi	97.76	1080084
GCF_000723225.2	Wolbachia endosymbiont wPip_Mol of Culex molestus	Scaffold	Wolbachia endosymbiont wPip_Mol of Culex molestus	96.41	1435676
GCF_000204545.1	WVB_1.0	Scaffold	Wolbachia endosymbiont wVitB of Nasonia vitripennis	97.8	1107643
GCF_014107475.1	ASM1410747v1	Chromosome	Wolbachia pipientis	99.45	1185354
GCF_000196135.1	ASM19613v1	Complete Genome	Wolinella succinogenes DSM 1740	98.87	2110355
GCF_000382325.1	ASM38232v1	Scaffold	Woodsholea maritima DSM 17123	100	3105947
GCF_014337155.1	ASM1433715v1	Complete Genome	Wujia chipingensis	98.12	2942917
GCF_021730435.1	ASM2173043v1	Contig	Xanthobacter agilis	81.56	4812515
GCF_023571765.1	ASM2357176v1	Contig	Xanthobacter aminoxidans	93.77	5829267
GCF_005871085.1	ASM587108v1	Scaffold	Xanthobacter autotrophicus	94.31	5013287
GCF_016807805.1	ASM1680780v1	Complete Genome	Xanthobacter dioxanivorans	86	6650762
GCF_027925205.1	ASM2792520v1	Scaffold	Xanthobacter flavus	95.6	5768244
GCF_008364685.1	ASM836468v1	Scaffold	Xanthobacter oligotrophicus	95.63	5313426
GCF_014206845.1	ASM1420684v1	Scaffold	Xanthobacter tagetidis	81.12	4916900
GCF_000348685.1	Formosa sp. AK20	Contig	Xanthomarina gelatinilytica	100	3055484
GCF_003148645.1	ASM314864v1	Scaffold	Xanthomarina spongicola	99.68	3155334
GCF_009931595.1	ASM993159v1	Complete Genome	Xanthomonas albilineans	88.46	3756117
GCF_001855615.1	ASM185561v1	Contig	Xanthomonas alfalfae		4970862
GCF_905367715.1	Xanthomonas sp. CPBF 1494 hybrid assembly 2	Complete Genome	Xanthomonas arboricola pv. juglandis	99.67	4997863
GCF_013177355.1	ASM1317735v1	Complete Genome	Xanthomonas axonopodis pv. vasculorum	84.09	4886779
GCF_017163705.1	ASM1716370v1	Contig	Xanthomonas bonasiae	96.71	5383649
GCF_900092025.1	LMG947	Contig	Xanthomonas bromi	99.07	4841335
GCF_013388375.1	ASM1338837v1	Complete Genome	Xanthomonas campestris pv. raphani	99.08	4942039
GCF_000764855.1	NyagatareV1	Scaffold	Xanthomonas cannabis pv. phaseoli	99.56	4885384
GCF_000454545.1	20120625	Chromosome	Xanthomonas cassavae CFBP 4642	98.11	5270756
GCF_002019225.1	ASM201922v1	Contig	Xanthomonas cissicola	97.72	5254103
GCF_000961215.1	ASM96121v1	Complete Genome	Xanthomonas citri pv. citri	99.2	5222255
GCF_002939785.1	ASM293978v1	Contig	Xanthomonas codiaei	99.48	5043310
GCF_009883735.1	ASM988373v1	Complete Genome	Xanthomonas cucurbitae	96.53	4615492
GCF_002939865.1	ASM293986v1	Scaffold	Xanthomonas dyei	99.74	5314178
GCF_903989455.1	ASM90398945v1	Complete Genome	Xanthomonas euroxanthea	98.97	4968459
GCF_017724035.1	ASM1772403v1	Complete Genome	Xanthomonas euvesicatoria pv. alfalfae	99.84	5120436
GCF_001642575.1	Xfloridensis_v1.0	Contig	Xanthomonas floridensis	99.16	5254357
GCF_900183975.1	PD885.1	Complete Genome	Xanthomonas fragariae	97.69	4328441
GCF_002285515.1	ASM228551v1	Complete Genome	Xanthomonas hortorum	99.57	5250904
GCF_009769165.1	ASM976916v1	Complete Genome	Xanthomonas hyacinthi	95.8	4963026
GCF_905142465.1	LMG_31886	Complete Genome	Xanthomonas hydrangeae		5297787
GCF_022669045.1	ASM2266904v1	Contig	Xanthomonas indica	97.24	4796677
GCF_009192945.1	ASM919294v1	Contig	Xanthomonas maliensis	96.95	5196983
GCF_900018785.1	Xanthomonas massiliensis	Contig	Xanthomonas massiliensis	80.27	3689702
GCF_002940015.1	ASM294001v1	Contig	Xanthomonas melonis	98.42	4681689
GCF_001660815.1	Xnasturtii_v1.0	Contig	Xanthomonas nasturtii	98.75	4873681
GCF_008370835.2	ASM837083v2	Complete Genome	Xanthomonas oryzae pv. oryzicola	95.52	4846413
GCF_028010245.1	ASM2801024v1	Complete Genome	Xanthomonas perforans	99.84	5162213
GCF_001564415.1	ASM156441v1	Chromosome	Xanthomonas phaseoli pv. dieffenbachiae LMG 695	99.45	5036843
GCF_002940045.1	ASM294004v1	Contig	Xanthomonas pisi	99.02	5327500
GCF_002940065.1	ASM294006v1	Scaffold	Xanthomonas populi	94.3	4338173
GCF_025266575.1	ASM2526657v1	Complete Genome	Xanthomonas prunicola	99.54	5228226
GCF_002940085.1	ASM294008v1	Contig	Xanthomonas sacchari	96.77	4918229
GCF_009649705.1	ASM964970v1	Scaffold	Xanthomonas sontii	96.67	4888635
GCF_014836395.1	ASM1483639v1	Scaffold	Xanthomonas surreyensis	96.63	5377401
GCF_014236795.1	ASM1423679v1	Complete Genome	Xanthomonas theicola	93.41	4785596
GCF_017301775.1	ASM1730177v1	Complete Genome	Xanthomonas translucens pv. undulosa	96.7	4649333
GCF_000277895.2	ASM27789v2	Complete Genome	Xanthomonas vasicola pv. musacearum NCPPB 4379	97.34	4837576
GCF_001908725.1	ASM190872v1	Complete Genome	Xanthomonas vesicatoria ATCC 35937	99.28	5349905
GCF_009711365.1	ASM971136v1	Scaffold	Xanthovirga aplysinae	94.76	5680486
GCF_001938935.1	ASM193893v1	Scaffold	Xaviernesmea oryzae	98.44	5391466
GCF_002078095.1	ASM207809v1	Contig	Xaviernesmea rhizosphaerae	98.83	5181744
GCF_028023875.1	ASM2802387v1	Contig	Xenophilus arseniciresistens	99.16	5017807
GCF_000745855.1	ASM74585v1	Scaffold	Xenophilus azovorans DSM 13620	98.67	6535173
GCF_002127545.1	ASM212754v1	Scaffold	Xenorhabdus beddingii	92.91	4096854
GCF_000736675.1	XBFFL_3524_PRJEB4320	Scaffold	Xenorhabdus bovienii str. feltiae Florida	95.46	4447637
GCF_017743015.1	ASM1774301v1	Complete Genome	Xenorhabdus budapestensis	92.24	4366413
GCF_003386665.1	ASM338666v1	Contig	Xenorhabdus cabanillasii	91.04	4335622
GCF_000968195.1	ASM96819v1	Complete Genome	Xenorhabdus doucetiae	91.52	4203651
GCF_001908105.1	ASM190810v1	Scaffold	Xenorhabdus eapokensis	89.14	4246750
GCF_003610465.1	ASM361046v1	Contig	Xenorhabdus ehlersii	91.92	4058264
GCF_015163655.1	ASM1516365v1	Contig	Xenorhabdus griffiniae	93.74	4224998
GCF_001721185.1	ASM172118v1	Complete Genome	Xenorhabdus hominickii	93.39	4522699
GCF_014467235.1	ASM1446723v1	Scaffold	Xenorhabdus indica	91.32	4549981
GCF_900155355.1	ASM90015535v1	Scaffold	Xenorhabdus innexi	91.95	4507778
GCF_002632755.1	ASM263275v1	Scaffold	Xenorhabdus ishibashii	88.18	3859546
GCF_900115195.1	IMG-taxon 2684622846 annotated assembly	Scaffold	Xenorhabdus japonica	90.4	3561198
GCF_001037465.1	ASM103746v1	Contig	Xenorhabdus khoisanae	94.72	4658186
GCF_900116635.1	IMG-taxon 2684622845 annotated assembly	Scaffold	Xenorhabdus koppenhoeferi	80.74	3182127
GCF_002632875.1	ASM263287v1	Scaffold	Xenorhabdus kozodoii	92.61	4127775
GCF_016306625.1	ASM1630662v1	Scaffold	Xenorhabdus lircayensis	95.35	4294189
GCF_900113945.1	IMG-taxon 2684622849 annotated assembly	Scaffold	Xenorhabdus mauleonii	94.95	5119810
GCF_002632615.1	ASM263261v1	Scaffold	Xenorhabdus miraniensis	96.04	4995255
GCF_014295015.1	ASM1429501v1	Complete Genome	Xenorhabdus nematophila	93.03	4275642
GCF_000968175.1	ASM96817v1	Complete Genome	Xenorhabdus poinarii G6	85.19	3659523
GCF_002632825.1	ASM263282v1	Scaffold	Xenorhabdus stockiae	94.34	4668612
GCF_002632595.1	ASM263259v1	Contig	Xenorhabdus szentirmaii	91.3	4822051
GCF_001908095.1	ASM190809v1	Scaffold	Xenorhabdus thuongxuanensis	89.74	3938299
GCF_002127535.1	ASM212753v1	Scaffold	Xenorhabdus vietnamensis	95.43	4666385
GCF_017945865.1	ASM1794586v1	Complete Genome	Xiamenia xianingshaonis	92.44	2263463
GCF_020179405.1	ASM2017940v1	Scaffold	Xinfangfangia pollutisoli	98.09	4408679
GCF_018403685.1	ASM1840368v1	Contig	Xylanibacillus composti	97.3	4652266
GCF_000621825.1	ASM62182v1	Scaffold	Xylanibacter brevis P6B11	98.3	3216972
GCF_013166515.1	ASM1316651v1	Contig	Xylanibacter caecicola	99.33	3097189
GCF_013166605.1	ASM1316660v1	Contig	Xylanibacter muris	98.13	3349314
GCF_000585355.1	ASM58535v1	Scaffold	Xylanibacter oryzae DSM 17970	98.22	3287991
GCF_001275135.1	ASM127513v1	Contig	Xylanibacter rarus	96.54	3788330
GCF_013166575.1	ASM1316657v1	Contig	Xylanibacter rodentium	97.66	3532990
GCF_018389405.1	ASM1838940v1	Complete Genome	Xylanibacter ruminicola	92.47	3439340
GCF_004216535.1	ASM421653v1	Contig	Xylanibacterium ulmi	93.98	3965098
GCF_004135345.1	ASM413534v1	Complete Genome	Xylanimonas allomyrinae	83.95	3848642
GCF_000024965.1	ASM2496v1	Complete Genome	Xylanimonas cellulosilytica DSM 15894	98.77	3831380
GCF_003244315.1	ASM324431v1	Contig	Xylanimonas oleitrophica	94.29	3490509
GCF_004135385.1	ASM413538v1	Complete Genome	Xylanimonas protaetiae	92.81	3859980
GCF_004138105.1	ASM413810v1	Contig	Xylanivirga thermophila	98.25	2937341
GCF_000007245.1	ASM724v1	Complete Genome	Xylella fastidiosa Temecula1	97.6	2521148
GCF_020990565.1	ASM2099056v1	Complete Genome	Xylella taiwanensis	92.97	2857370
GCF_003217575.1	ASM321757v1	Scaffold	Xylophilus ampelinus	99.3	3731505
GCF_009906855.1	ASM990685v1	Complete Genome	Xylophilus rhododendri	95.19	5873400
GCF_000420805.1	ASM42080v1	Contig	Yaniella halotolerans DSM 15476	94.95	2775456
GCF_014385025.1	ASM1438502v1	Contig	Yanshouia hominis	97.52	3258552
GCF_014384705.1	ASM1438470v1	Contig	Yeguia hominis	94.68	2977335
GCF_014646655.1	ASM1464665v1	Scaffold	Yeosuana aromativorans	99.99	3762238
GCF_011762485.1	ASM1176248v1	Scaffold	Yeosuana marina	99.68	4158166
GCF_000834395.1	ASM83439v1	Complete Genome	Yersinia aldovae 670-83	98.98	4471090
GCF_001319845.1	4821_6#8	Scaffold	Yersinia aleksiciae	99.51	4526044
GCF_025133195.1	ASM2513319v1	Complete Genome	Yersinia alsatica	99.74	4901396
GCF_902726525.1	IP41384v1	Contig	Yersinia artesiana	99.7	4520664
GCF_020531725.1	ASM2053172v1	Contig	Yersinia bercovieri	99.91	4428721
GCF_009831415.1	ASM983141v1	Complete Genome	Yersinia canariae	99.69	4710154
GCF_025758635.1	ASM2575863v1	Chromosome	Yersinia enterocolitica	97.86	4548822
GCF_001656035.1	ASM165603v1	Chromosome	Yersinia entomophaga	97.5	4275406
GCF_000754805.1	YFB	Scaffold	Yersinia frederiksenii ATCC 33641	99.97	4941872
GCF_004124235.1	ASM412423v1	Complete Genome	Yersinia hibernica	99.67	4803435
GCF_009730055.1	ASM973005v1	Complete Genome	Yersinia intermedia	99.58	4928910
GCF_900460525.1	28863_B01	Contig	Yersinia kristensenii	99.57	4733508
GCF_000312485.1	ASM31248v1	Scaffold	Yersinia massiliensis CCUG 53443	99.65	5050276
GCF_013282725.1	ASM1328272v1	Complete Genome	Yersinia mollaretii ATCC 43969	99.68	4603534
GCF_001112925.1	8016_2#91	Scaffold	Yersinia nurmii	97.54	4143134
GCF_001152565.1	4821_6#12	Scaffold	Yersinia pekkanenii	98.62	5046986
GCF_000222975.1	ASM22297v1	Complete Genome	Yersinia pestis A1122	98.69	4658411
GCF_902170945.1	IP38950	Contig	Yersinia proxima	99.71	4616898
GCF_000834295.1	ASM83429v1	Complete Genome	Yersinia pseudotuberculosis IP 32953	99.82	4839430
GCF_003600645.1	ASM360064v1	Chromosome	Yersinia rochesterensis	99.29	4448883
GCF_000834455.1	ASM83445v1	Complete Genome	Yersinia rohdei	98.86	4372253
GCF_017498685.1	ASM1749868v1	Complete Genome	Yersinia ruckeri	96.07	3894226
GCF_000582515.1	ASM58251v1	Complete Genome	Yersinia similis	99.81	4964409
GCF_001123825.1	5139_2#1	Contig	Yersinia thracica	99.79	4420333
GCF_902170405.1	IP37831	Contig	Yersinia vastinensis	99.73	4540093
GCF_006715095.1	ASM671509v1	Contig	Yimella lutea	95.89	3533116
GCF_029953285.1	ASM2995328v1	Contig	Yinghuangia seranimata	94.6	9797445
GCF_021502675.1	ASM2150267v1	Scaffold	Yinghuangia soli	92.68	9708286
GCF_003634235.1	ASM363423v1	Scaffold	Yokenella regensburgei	100	4688652
GCF_900114675.1	IMG-taxon 2687453745 annotated assembly	Contig	Yoonia litorea	99.12	3323467
GCF_002797915.1	ASM279791v1	Contig	Yoonia maricola	99.41	3798370
GCF_003003285.1	ASM300328v1	Scaffold	Yoonia maritima	99.41	3677387
GCF_014199395.1	ASM1419939v1	Scaffold	Yoonia ponticola	95.85	3729572
GCF_900156505.1	IMG-taxon 2681812930 annotated assembly	Contig	Yoonia rosea	100	3514278
GCF_003058085.1	ASM305808v1	Scaffold	Yoonia sediminilitoris	98.68	4668162
GCF_900115105.1	IMG-taxon 2619619642 annotated assembly	Scaffold	Yoonia tamlensis	99.41	3190947
GCF_000382265.1	ASM38226v1	Scaffold	Yoonia vestfoldensis DSM 16212	98.38	3721596
GCF_008000755.1	ASM800075v1	Complete Genome	Youhaiella tibetensis	97.53	4430734
GCF_000495435.3	ASM49543v3	Scaffold	Youngiibacter fragilis 232.1	92.63	3988233
GCF_017873395.1	ASM1787339v1	Contig	Youngiibacter multivorans	89.42	3670578
GCF_014385085.1	ASM1438508v1	Contig	Youxingia wuxianensis	97.52	2660737
GCF_008580665.1	NCCP-1664	Scaffold	Zafaria cholistanensis	99.31	3291617
GCF_015207075.1	ASM1520707v1	Contig	Zarconia navalis LEGE 11467	58.61	4198480
GCF_000255705.1	ASM25570v1	Scaffold	Zavarzinella formosa DSM 19928	97.72	10086423
GCF_003173035.1	ASM317303v1	Contig	Zavarzinia aquatilis	99.56	4477202
GCF_003173055.1	ASM317305v1	Contig	Zavarzinia compransoris	98.43	4757539
GCF_021568905.1	ASM2156890v1	Contig	Zavarzinia marina	99.11	3954847
GCF_004362865.1	ASM436286v1	Scaffold	Zeaxanthinibacter enoshimensis	100	3337963
GCF_008039575.1	ASM803957v1	Contig	Zeimonas arvi	94.75	3828663
GCF_023721795.1	ASM2372179v1	Contig	Zeimonas sediminis	94.73	3862864
GCF_004353525.1	ASM435352v2	Complete Genome	Zhaonella formicivorans	99.09	3314304
GCF_002727065.1	ASM272706v1	Contig	Zhengella mangrovi	98.06	5066330
GCF_014384995.1	ASM1438499v1	Contig	Zhenhengia yiwuensis	98.75	3949687
GCF_014333425.1	ASM1433342v1	Contig	Zhenpiania hominis	92.96	3442329
GCF_015751895.1	ASM1575189v1	Contig	Zhihengliuella flava	99.67	2895551
GCF_004217565.1	ASM421756v1	Contig	Zhihengliuella halotolerans	99.31	3583060
GCF_014651715.1	ASM1465171v1	Scaffold	Zhihengliuella salsuginis	100	3368429
GCF_001586255.1	ASM158625v1	Complete Genome	Zhongshania aliphaticivorans	99.44	4204359
GCF_014898265.1	Zant_v1	Contig	Zhongshania antarctica	100	3850834
GCF_019312595.1	ASM1931259v1	Scaffold	Zhongshania aquimaris	93.54	4255273
GCF_000511935.2	CLCbio CLC Genomics Workbench 5.5	Contig	Zhouia amylolytica AD3	99.68	3787699
GCF_022760175.1	ASM2276017v1	Complete Genome	Zhouia spongiae	99.99	4040482
